,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Sample
6219,952653.1408,1.685589267,0.263157895,54.41666667,1.714285714,72,494508,146.5328573,0.59885737,0.917097798,55.30448718,5,0.987648016,60.9,4,110.8,7,17,0.022875817,WBC
6220,952682.0388,1.383536236,0.167464115,52.15714286,1.402298851,61,494523,114.8878886,0.923290605,0.928134883,55.60714286,5,0.999979271,51.3,9,71.5,3,8,0,WBC
6221,952768.73,1.644803624,0.269565217,33.66666667,1.738095238,73,494568,91.91651839,0.807659735,0.824290102,64.23076923,5,0.995465836,95.9,7,129.9,3,23,0.010562771,WBC
6222,952913.2145,0.884098207,0.544827586,33.45,0.936708861,112,494643,49.21762212,0.868476404,0.839426625,37.71314103,4,0.688652089,51.5,7,835.5,4,2,0,WBC
6223,952961.3769,1.093637167,0.090909091,44.98,1.2,45,494668,84.78530254,0.733130949,0.842822946,43.17115385,4,0.993480438,48.1,9,48.8,12,6,0,WBC
6224,953067.3334,1.657270931,0.254237288,39.5,1.681818182,74,494723,104.350856,0.9098899,0.798626723,46.88782051,5,0.980925574,88.2,5,335.4,9,15,0,WBC
6225,953115.494,1.706636548,0.268292683,47.65555556,1.733333333,65,494748,129.7524308,0.933672204,0.944768074,50.73717949,3,0.997447103,33.4,14,114.4,7,11,0,WBC
6226,953259.9803,1.229184225,0.103896104,36.88333333,1.231884058,42.5,494823,71.37068673,0.889858543,0.805117402,39.52884615,4.5,0.999947482,75,7,41.4,14,4,0,WBC
6227,953298.5082,1.110542037,0.073684211,42.45,1.159090909,51,494843,77.28853427,0.90420386,0.874929918,46.61538462,4.5,0.998439836,71.4,9,50.7,15,13,0.009355787,WBC
6228,953346.6706,1.727551304,0.31629393,57.65714286,1.925233645,206,494868,174.363845,0.782694899,0.826375533,77.35848937,3,0.85631101,78.2,12,815.2,4,18,0.056665482,WBC
6229,953385.2004,1.641117743,0.254901961,51.64285714,1.684210526,64,494888,136.6238489,0.784763551,0.797225393,58.37912088,6,0.998775947,80.7,6,105.4,4,7,0,WBC
6230,953442.9945,1.242787352,0.215311005,54.93333333,1.548780488,63.5,494918,133.6428407,0.856312876,0.81681921,51.54166667,5,0.98501811,154.7,3,93.3,3,9,0,WBC
6231,953529.6857,1.150227939,0.082125604,44.55,1.178947368,56,494963,82.50153002,0.862549638,0.807606864,47.44871795,5,0.99928506,57.5,11,55.4,6,9,0.024313187,WBC
6232,953597.1126,1.428885156,0.196078431,42.66,1.487804878,61,494998,99.69805974,0.926883586,0.895641209,48.81153846,5,0.989523495,65.2,8,81.8,8,20,0.022182469,WBC
6233,953905.3477,1.7583121,0.291479821,41.8125,1.82278481,72,495158,119.7185403,0.918397008,0.929714689,48.08774038,4,0.982691509,51,8,130.5,9,26,0.048244414,WBC
6234,953982.4063,1.940564834,0.331550802,39.325,1.992,124.5,495198,123.0489586,0.874266874,0.884843658,46.58653846,5,0.842784058,107.3,9,273.3,5,7,0,WBC
6235,954069.0975,1.106247137,0.073446328,45.4,1.158536585,47.5,495243,82.62005558,0.85923682,0.818473928,47.69230769,5,0.998439836,54.5,12,49.1,9,9,0.005333333,WBC
6236,954284.8617,1.11967085,0.075268817,43.3,1.162790698,50,495355,79.08776855,0.875458057,0.896695966,47.22884615,4.5,0.998027928,64,3,56.6,5,4,0,WBC
6237,954541.0834,0.927884054,0.045454545,44.23333333,1.095238095,46,495488,76.09884871,0.845995054,0.845995054,42.66666667,5,0.996903626,52.5,4,47.2,12,2,0,WBC
6238,954579.6122,1.078694449,0.04950495,44.47,1.104166667,53,495508,77.12969939,0.866280901,0.897778443,47.24807692,3,0.999232374,38.6,9,59.5,4,7,0.018175287,WBC
6239,955070.8625,1.184914763,0.103030303,45.23333333,1.22972973,45.5,495763,87.3751919,0.837277611,0.800151029,46.65064103,4,0.999868989,63.2,3,50.3,7,12,0.018785452,WBC
6240,955224.9797,0.838570311,0.457875458,34.88,1.086419753,99.5,495843,59.52426021,0.89351726,0.278465922,42.30512821,9,0.843187853,272.6,19,303.6,9,12,0,WBC
6241,955302.0382,1.051997584,0.065217391,42.98333333,1.139534884,49,495883,76.93918706,0.889003489,0.889003489,47.92948718,4,0.990054563,59.1,11,53.1,12,7,0,WBC
6242,955417.6265,2.702948327,0.462857143,47.15,2.723404255,64,495944,201.7036168,0.812846018,0.883517391,51.86538462,10.5,0.966118823,116.7,7,385.6,3,17,0,WBC
6243,955928.1413,1.222683011,0.101265823,35.66666667,1.225352113,43.5,496208,68.65043665,0.901388022,0.907807908,38.28205128,5,0.994344731,44.3,7,49.1,10,4,0,WBC
6244,956024.4642,1.446281358,0.71040724,40.2,1.483870968,94.5,496258,93.70053444,0.862981019,0.901452459,40.69230769,4,0.811724893,43,12,431.2,10,12,0.012950341,WBC
6245,956178.5832,1.469854328,0.217391304,42.18,1.555555556,56,496338,103.065183,0.904476267,0.904476267,41.11538462,5,0.976489038,49.3,8,88.4,7,13,0,WBC
6246,956342.333,1.124013173,0.064327485,44.26,1.1375,45.5,496423,79.08291917,0.835315441,0.87561109,47.29807692,4,0.998405751,45.5,4,63.8,3,3,0,WBC
6247,956920.2736,0.987782198,0.052631579,36.9,1.111111111,45,496723,64.4026494,0.861669543,0.863265045,43.375,5,0.997285989,53.9,9,45.1,10,8,0.019609532,WBC
6248,956949.1707,1.151307876,0.096385542,41.85,1.213333333,45.5,496738,79.76189588,0.876755122,0.895927962,46.13621795,4,0.998830024,62.3,5,57.1,5,8,0.02854902,WBC
6249,957064.7581,2.339054421,0.58041958,34.96,2.412698413,113,496798,132.4934288,0.461577321,0.806470388,44.33076923,5,0.762867508,79.5,11,466.1,4,18,0.024990004,WBC
6250,957182.2742,1.023333333,0.019607843,41.95,1.04,52,496859,68.53070215,0.883283156,0.910662924,47.14903846,4.5,0.999964994,57.2,2,79.6,4,2,0,WBC
6251,957353.7288,1.180331695,0.12345679,43.02,1.281690141,45.5,496948,86.61105459,0.833860718,0.795856142,41.81923077,4.5,0.987941064,57.9,6,44.9,8,2,0,WBC
6252,957546.3766,1.226501765,0.129533679,51.54,1.297619048,54.5,497048,105.0537363,0.737243105,0.907317392,53.95,5,0.995289913,68.6,8,54.1,14,9,0.014965986,WBC
6253,957999.0972,1.066930722,0.046632124,44.1625,1.097826087,50.5,497283,76.15651708,0.8485406,0.864128998,47.04326923,5,0.999702466,58.2,4,57.9,3,9,0.018234683,WBC
6254,958076.1557,1.174916652,0.112359551,41.4375,1.253164557,49.5,497323,81.5683216,0.884891495,0.884891495,45.72235577,5,0.993346279,67.1,5,69.5,8,10,0.00929972,WBC
6255,958259.1709,1.411387259,0.177777778,45.075,1.432432432,53,497418,101.4214366,0.379903913,0.902869691,48.171875,5,0.981962821,55.7,6,67.5,9,6,0.002875137,WBC
6256,958384.3909,1.168630559,0.081761006,37.35,1.178082192,43,497483,69.11719015,0.873277975,0.883557952,39.65625,5,0.997707598,39.8,11,36.5,21,7,0.005183265,WBC
6257,958534.6561,1.42610462,0.2,51.72857143,1.5,61.5,497561,121.882575,0.790530266,0.916223055,52.06456044,5,0.999782275,56.5,5,75.9,8,9,0,WBC
6258,958856.3759,1.056520025,0.053892216,41.42857143,1.113924051,44,497728,72.48955201,0.880129077,0.806021291,44.55906593,4,0.99739781,56.5,14,45.9,8,5,0,WBC
6259,959010.4949,1.082056813,0.071038251,43.58,1.152941176,49,497808,78.92493864,0.890141067,0.84319278,47.39807692,4,0.996602012,66.7,3,49.9,12,8,0,WBC
6260,959087.5534,1.358546776,0.477582846,44.64,1.420454545,189.5,497848,99.60276709,0.885963155,0.88555211,51.54423077,4,0.805761199,83.5,7,869.4,11,11,0,WBC
6261,959193.5091,1.16736217,0.094736842,45.88,1.209302326,52,497903,87.15216383,0.862585294,0.86627067,51.23846154,5,0.999974598,64.6,4,65.9,7,5,0.026806702,WBC
6262,959280.2003,1.516562702,0.236434109,44.06666667,1.61928934,159.5,497948,112.0868165,0.828734662,0.791409291,44.71474359,4.5,0.918164822,56,5,615.8,0,3,0,WBC
6263,959357.2589,1.409144427,0.184466019,51.63333333,1.452380952,61,497988,117.7960112,0.941832598,0.897483778,52.69871795,4.5,0.990894945,64.7,6,80.3,7,8,0.023065075,WBC
6264,959646.2296,1.361366273,0.157360406,41.9375,1.373493976,57,498138,90.47928782,0.927396836,0.906605686,46.00360577,4,0.992977455,50.9,11,82.1,13,25,0.016883117,WBC
6265,959694.3902,0.856069339,-0.05,39.88,0.904761905,38,498163,56.67732346,0.834307646,0.841887813,40.35961538,5,0.996254098,45.1,12,38.9,9,0,0,WBC
6266,959781.0823,1.166558607,0.166666667,50.24,1.4,49,498208,110.4835304,0.376545047,0.853647088,72.99839744,5.5,0.999637612,69.7,8,63.5,8,7,0,WBC
6267,959819.6112,0.965053814,0.02247191,39.3,1.045977011,45.5,498228,64.57056211,0.910033415,0.87029727,44.99615385,4,0.996672732,75.1,7,48.2,3,6,0,WBC
6268,959927.4946,1.229382719,0.113402062,46.8,1.255813953,54,498284,92.31898784,0.787004474,0.853423526,49.05769231,5,0.99928506,58.9,5,58.1,9,8,0.031774735,WBC
6269,960031.5243,1.269917716,0.132420091,52.875,1.305263158,62,498338,108.4097486,0.836427009,0.866283827,54.81490385,5,0.998217337,84.3,6,74,11,8,0,WBC
6270,960301.2297,1.093103544,0.103896104,42.3,1.231884058,42.5,498478,81.85214772,0.755947092,0.798489625,41.64038462,4.5,0.999806313,51.6,6,40.1,8,1,0,WBC
6271,960339.7585,1.235759517,0.113772455,41.52857143,1.256756757,46.5,498498,81.98192234,0.772217939,0.873358029,44.27884615,5,0.99890466,51.4,4,51.6,6,6,0,WBC
6272,960455.3478,1.0838036,0.120772947,48.14285714,1.274725275,58,498558,96.39806908,0.785690576,0.896353896,47.60302198,4.5,0.9938248,52.9,8,66.9,7,5,0.02877271,WBC
6273,960474.6122,1.271539969,0.131313131,41.51666667,1.302325581,56,498568,84.93015675,0.890238223,0.870769121,46.05769231,4.5,0.998439836,71.9,8,70.7,9,15,0.01259058,WBC
6274,960647.9947,1.002075401,0.056818182,44.96666667,1.120481928,46.5,498658,79.14353204,0.857696696,0.83107043,45.33333333,4,0.998880595,63.6,9,53.2,7,3,0,WBC
6275,960696.1552,0.926097893,0.024096386,41.32,1.049382716,42.5,498683,68.11050443,0.839980249,0.827524496,41.06730769,4,0.999516007,47,12,51.5,8,0,0,WBC
6276,960744.3176,1.280484243,0.126903553,49.42,1.290697674,55.5,498708,100.1952529,0.88412766,0.861527769,50.525,4,0.999046943,54.6,4,61.3,6,7,0,WBC
6277,960821.3762,1.159838774,0.087719298,46.025,1.192307692,46.5,498748,86.19895881,0.86871449,0.86871449,46.65865385,5,0.999855831,55.3,2,65.9,2,5,0,WBC
6278,960956.2298,1.167655484,0.119170984,40.84285714,1.270588235,54,498818,81.51561738,0.804934352,0.792562378,41.93543956,5,0.986103674,49.7,6,60.4,7,3,0,WBC
6279,961042.9211,1.537021954,0.222222222,42.01666667,1.571428571,60.5,498863,103.7136975,0.927131076,0.913774934,46.7099359,5,0.988083697,60.8,13,86.4,6,25,0.014731654,WBC
6280,961302.9938,1.119345522,0.468965517,43.225,1.146341463,106.5,498998,77.8339158,0.863144942,0.891275022,47.57932692,5,0.85044595,48.8,11,917.7,11,9,0.369246753,WBC
6281,961399.3177,1.651503299,0.272727273,52.55,1.75,73.5,499048,144.4543572,0.852645278,0.864334488,51.18028846,4.5,0.974540028,43,7,127.3,6,19,0,WBC
6282,961495.6416,1.156354078,0.095744681,46.44,1.211764706,51.5,499098,88.39554689,0.887306632,0.894934385,46.65961538,4,0.995233463,56.2,9,52.6,6,4,0,WBC
6283,961543.8031,1.732320291,0.457627119,40.62,1.794117647,107.5,499123,114.4750163,0.920739854,0.873456327,46.53269231,8.5,0.87092691,81.7,4,634.6,3,15,0.046458774,WBC
6284,961572.7002,1.142159361,0.08994709,41.54,1.197674419,51.5,499138,78.14930907,0.849576176,0.900622999,46.125,5,0.998318172,67.3,11,58.2,6,9,0.005149502,WBC
6285,961638.2001,1.26497659,0.125748503,44.025,1.287671233,47,499172,89.04801341,0.835583422,0.887750208,44.99038462,5,0.98908818,51.4,11,59.9,9,12,0,WBC
6286,961736.45,1.349743555,0.150278293,39.5,1.35371179,155,499223,83.99301756,0.851488643,0.89764414,41.02163462,4,0.978842412,47.9,14,615.8,2,25,0,WBC
6287,961782.6855,1.117454062,0.082352941,43.33333333,1.179487179,46,499247,80.28514559,0.807323576,0.801911352,45.14423077,4,0.997285989,51.4,6,38.9,11,5,0.001190971,WBC
6288,961929.0968,1.371856304,0.403508772,41.8,1.422535211,40,499323,93.40264694,0.870658259,0.870658259,44.41483516,5,0.995769424,60,14,271.2,30,12,0,WBC
6289,962189.1705,1.128430486,0.069306931,44.72,1.14893617,54,499458,80.70818369,0.866873913,0.873956972,48.175,5,1,51.6,9,47.8,8,7,0.027643251,WBC
6290,962314.3915,1.064674482,0.034090909,44.01428571,1.070588235,45.5,499523,74.01777091,0.878544445,0.866814111,46.53708791,5,0.998535782,59.8,10,51.1,6,3,0,WBC
6291,962381.8174,1.103947019,0.057591623,44.1,1.122222222,50.5,499558,77.73871021,0.875680682,0.887811974,46.69871795,5,0.996741269,59.1,10,60.4,7,8,0,WBC
6292,962468.5086,0.821437899,-0.005988024,36.32,0.988095238,41.5,499603,56.37214018,0.905097176,0.876905394,43.08653846,4,0.995233463,76.6,7,48.3,13,6,0,WBC
6293,962555.1999,1.506157533,0.285714286,41.225,1.8,63,499648,116.5609414,0.901091107,0.920613987,66.42115385,16,0.98683546,57.3,9,110.9,5,41,0.015839599,WBC
6294,962699.6852,1.774552069,0.287958115,43.16666667,1.808823529,61.5,499723,122.6491632,0.138660861,0.832600377,46.35737179,4.5,0.989705144,77.8,2,111.1,7,16,0.06989484,WBC
6295,962863.435,1.287337074,0.133333333,45.28,1.307692308,51,499808,93.01047542,0.893083029,0.916653401,46.85384615,4.5,0.990577763,43.4,9,63.6,6,7,0.012222222,WBC
6296,962969.3916,1.939919695,0.330097087,39.36,1.985507246,68.5,499863,122.75705,0.781474122,0.463651481,42.03269231,5.5,0.886046279,123.3,8,130.3,11,9,0,WBC
6297,963094.6107,1.069259122,0.042105263,43.275,1.087912088,49.5,499928,73.95214168,0.915290109,0.904501357,47.55769231,4.5,0.998993557,54.2,6,67.9,3,4,0,WBC
6298,963229.4634,1.126011971,0.076923077,42.3,1.166666667,45.5,499998,77.51879873,0.905908689,0.905908689,43.16346154,5,0.99680771,43,9,58.2,6,6,0,WBC
6299,963316.1556,1.592797871,0.249011858,53.0125,1.663157895,79,500043,138.4942186,0.885976647,0.887158249,59.15745192,6,0.995157912,90.4,8,130.9,2,11,0,WBC
6300,963345.0527,1.380686358,0.178571429,41.73333333,1.434782609,49.5,500058,94.05655223,0.886040013,0.843732314,47.15384615,5,1,77.5,6,70.3,8,10,0.037681159,WBC
6301,963460.641,1.057570498,0.062801932,45.1,1.134020619,55,500118,80.33732554,0.79941531,0.828186237,47.07331731,4,0.998821263,51.1,12,62.7,3,7,0,WBC
6302,963624.3908,1.170826651,0.108695652,45.51666667,1.243902439,51,500203,88.93580618,0.907909048,0.864824288,47.38782051,4,0.998053212,56.5,2,58.4,7,7,0.039256678,WBC
6303,963653.2888,1.171313492,0.104166667,45,1.23255814,53,500218,87.12440092,0.911393538,0.890707806,48.87259615,4.5,0.998548763,65.3,9,53.7,11,8,0.003162055,WBC
6304,963753.4646,1.279265255,0.179775281,46.5,1.438356164,52.5,500270,105.060453,0.901082999,0.398463253,49.81730769,4,0.98713534,189.5,5,68.1,6,4,0,WBC
6305,963807.405,1.794915562,0.291479821,45.625,1.82278481,72,500298,130.6345806,0.942984515,0.86094358,49.56730769,4,0.994512492,67,6,137.7,4,18,0,WBC
6306,963826.6703,1.113495935,0.085365854,42.6,1.186666667,44.5,500308,79.40689591,0.889252359,0.889252359,43.125,6,0.999321094,45.4,13,61.2,4,7,0.030509413,WBC
6307,963849.7876,1.47590622,0.194174757,41.02,1.481927711,61.5,500320,95.48662693,0.907236554,0.889595141,44.75,4,0.999590241,117.6,10,81.7,9,13,0.003464254,WBC
6308,964019.3181,1.064075806,0.034883721,43.41428571,1.072289157,44.5,500408,73.1247596,0.854619027,0.912940441,46.45467033,4,0.999814825,35.1,9,59.3,11,3,0,WBC
6309,964048.2143,1.163872733,0.656,39.8,1.189189189,103.5,500426,74.34536561,0.887478525,0.884635666,40.25961538,4.5,0.76232716,51.6,17,504.1,16,7,0.032123552,WBC
6310,964125.2737,1.000452852,0.028571429,38.3,1.058823529,45,500463,63.70041104,0.893553098,0.893553098,41.69951923,4,0.999225382,50.3,5,55.8,6,5,0,WBC
6311,964423.8763,1.049022779,0.529411765,39.98333333,1.171428571,130,500618,73.57235996,0.827955897,0.85451778,38.41025641,5.5,0.638136633,52.4,10,412.1,10,4,0,WBC
6312,964635.7885,1.2238427,0.103030303,42.65,1.22972973,45.5,500728,82.38508329,0.841966854,0.883262649,45.07211538,4,0.999306419,57.6,8,46.6,9,4,0,WBC
6313,965541.2296,1.223095346,0.54950495,34.5,1.365853659,156.5,501198,74.01898789,0.781125259,0.781125259,44.19070513,4.5,0.674524897,107.2,7,839.2,10,12,0.080203341,WBC
6314,965637.5526,1.046172703,0.068181818,41.3,1.146341463,47,501248,74.36762805,0.892332392,0.876416473,45.74038462,5,0.997905028,69.3,9,54.8,6,8,0.01654334,WBC
6315,965676.0814,0.951198849,0.509025271,41.7,1.022727273,209,501268,66.99089335,0.872669176,0.883372022,47.12225275,4,0.652160401,68.1,10,767.4,16,6,0.414705882,WBC
6316,965714.612,1.345476706,0.178571429,41.975,1.434782609,66,501288,94.60120878,0.896741351,0.91295494,49.95913462,5,0.99206931,66.4,7,97.5,3,13,0.089316239,WBC
6317,965849.4648,1.234246241,0.112299465,43.3875,1.253012048,52,501358,85.39643693,0.84701816,0.898920975,45.40144231,4.5,0.996178126,61.4,7,63.9,11,7,0,WBC
6318,966292.5526,1.161438474,0.10880829,42.77142857,1.244186047,53.5,501588,83.59089197,0.83961257,0.870678777,48.36675824,5,0.98907724,68.9,3,58.6,9,7,0,WBC
6319,966350.3468,1.004712438,0.064039409,44.98333333,1.136842105,54,501618,80.32887068,0.851200731,0.860989538,45.17948718,4.5,0.993859455,54.5,4,72.3,6,3,0,WBC
6320,966369.6121,1.253088879,0.183673469,35.8,1.45,58,501628,81.54003732,0.809823032,0.757679145,46.63141026,5,0.997075126,103,4,131.3,1,10,0.016017592,WBC
6321,966658.582,1.11570248,0.101265823,41.3,1.225352113,43.5,501778,79.49335608,0.909489669,0.823298603,40.99230769,4.5,0.998687523,65.4,4,35.5,12,5,0,WBC
6322,966754.9059,1.258010945,0.134199134,42.6,1.31,65.5,501828,87.65985981,0.931714255,0.874308952,48.76923077,5,0.984702073,85.6,9,84.9,5,19,0.019300912,WBC
6323,966986.0825,1.535989977,0.218181818,54.55,1.558139535,67,501948,133.5122083,0.751627338,0.40658806,60.56009615,5,0.999978959,84.7,8,119.7,9,10,0.045607808,WBC
6324,967014.9796,1.149977276,0.086956522,44.72,1.19047619,50,501963,83.62620445,0.88463941,0.863433431,47.725,5,0.991304877,84.4,7,50.2,8,8,0.003211517,WBC
6325,967178.7294,1.227570326,0.103825137,45.32,1.231707317,50.5,502048,87.68338345,0.897359833,0.91385806,47.98846154,5,0.984584576,46.8,12,55.1,9,6,0.023015873,WBC
6326,967313.5821,1.210672573,0.121495327,41.6,1.276595745,60,502118,83.41931131,0.895811747,0.874345075,48.30906593,4.5,0.991789272,90.7,14,80.6,2,11,0.024478178,WBC
6327,968007.111,1.852908822,0.305263158,45.125,1.878787879,62,502478,133.1725886,0.865520213,0.792509106,50.01201923,5,0.916535695,81,8,114.3,6,11,0,WBC
6328,968084.1705,1.087415985,0.093596059,44.98,1.206521739,55.5,502518,85.24609222,0.767622899,0.767622899,45.68653846,4,0.99029062,66.5,8,54.1,6,4,0,WBC
6329,968132.332,1.188129599,0.124324324,38.4375,1.283950617,52,502543,77.52170761,0.883354015,0.884227234,44.29927885,3,0.99890466,56.8,12,66.7,8,8,0,WBC
6330,968219.0232,1.173961344,0.102702703,43.25,1.228915663,51,502588,83.48877103,0.902956599,0.913041904,44.73798077,4,0.986009528,38.3,9,62.9,9,4,0,WBC
6331,968286.45,1.253390943,0.121076233,43.3375,1.275510204,62.5,502623,86.82957374,0.927284672,0.899597224,48.28966346,5,0.993234204,60.9,7,70.2,8,15,0.024430642,WBC
6332,968479.0969,0.980809707,0.034482759,40.7,1.071428571,45,502723,68.49793982,0.854311934,0.808369304,46.53685897,4.5,0.99742172,89.9,9,37,11,7,0.016611296,WBC
6333,968550.3766,1.413311688,0.17370892,42.16666667,1.420454545,62.5,502760,94.08415499,0.78592041,0.184730001,45.73717949,16,0.984669853,99.2,10,93.2,6,1,0,WBC
6334,968681.3764,1.311030434,0.156626506,43.08,1.371428571,48,502828,92.80444218,0.892377635,0.857773777,42.59807692,4.5,0.993346279,44,11,53.4,10,3,0,WBC
6335,968941.4501,1.455409563,0.190697674,40.31666667,1.471264368,64,502963,93.1741012,0.91802607,0.864059799,46.31570513,9,0.985445905,120,6,98.8,6,19,0.005490196,WBC
6336,968989.6116,1.028986331,0.033333333,45,1.068965517,46.5,502988,75.56071986,0.884217592,0.8499919,47.4150641,5,0.999969837,44.8,5,46.1,11,8,0.013793103,WBC
6337,969047.4058,1.153208227,0.112195122,46.925,1.252747253,57,503018,92.33952099,0.808276939,0.816061524,49.36298077,4,0.993686809,58.3,10,82,2,7,0,WBC
6338,969066.6692,1.217848516,0.69122807,41.32,1.25,120.5,503028,81.13163028,0.352445872,0.886386583,48.80192308,5,0.852591789,69.3,10,441.9,5,20,0.051302713,WBC
6339,969143.7287,1.819780297,0.88125,41.98,1.875912409,150.5,503068,123.701472,0.905808219,0.894074706,45.88846154,5,0.802074023,63.7,4,1159.6,2,22,0.044117647,WBC
6340,969207.3027,1.304509327,0.401515152,44.4,1.321428571,92.5,503101,92.16086449,0.886098344,0.877020163,48.80448718,5,0.940282678,54.8,10,222,1,12,0.042530488,WBC
6341,969712.0385,1.595979061,0.546391753,53.2,1.611650485,75,503363,134.6797721,0.913817696,0.841816505,56.90576923,4.5,0.96711226,77.3,6,250.7,17,14,0.008811749,WBC
6342,969798.7288,1.826020505,0.298969072,41.54285714,1.852941176,63,503408,120.9143572,0.837457299,0.891338099,44.30494505,4,0.978909725,59.4,7,118.1,5,31,0,WBC
6343,970203.2879,1.230767792,0.107843137,47.925,1.241758242,56.5,503618,93.48007448,0.886728564,0.870603201,51.61057692,4.5,0.999432334,67.6,5,60,10,5,0.040369535,WBC
6344,970376.6704,1.528730205,0.213333333,41.8,1.542372881,45.5,503708,101.2711028,0.878220544,0.847121106,47.15384615,4,0.999738032,86.2,7,489.5,6,12,0,WBC
6345,970511.5231,1.272505035,0.124423963,47.2,1.284210526,61,503778,95.21340598,0.844613332,0.825085773,51.38846154,5,0.99959693,68.9,8,60.6,9,8,0.017407407,WBC
6346,970752.3324,1.244051952,0.150837989,48.8,1.355263158,51.5,503903,103.8875086,0.762513782,0.675795868,49.11730769,4,0.997013128,98.2,6,62.6,6,5,0.057968519,WBC
6347,970858.2871,1.094787056,0.051428571,42.675,1.108433735,46,503958,74.30245131,0.906542902,0.887800499,46.43990385,4.5,0.999321094,52.5,4,41.8,10,4,0,WBC
6348,970916.0822,1.415447166,0.211538462,51.725,1.536585366,63,503988,124.8467005,0.888774533,0.932803156,52.21274038,5,0.992363995,55.4,7,86.1,3,8,0.008953488,WBC
6349,970954.611,1.515186721,0.226415094,42.5,1.585365854,65,504008,105.8371915,0.890572835,0.866530399,47.3956044,5,0.997211037,80.3,11,93.7,6,15,0,WBC
6350,971022.0369,1.394392889,0.180722892,41.25714286,1.441176471,49,504043,93.3977016,0.845234207,0.863612774,45.16620879,5,1,75.4,11,65.4,7,10,0,WBC
6351,971099.0964,0.959301307,0.023255814,39.2,1.047619048,44,504083,64.50736915,0.88281532,0.88281532,44.73076923,4,1,60.3,6,54.5,6,2,0,WBC
6352,971397.6998,1.055475495,0.033707865,44.08,1.069767442,46,504238,74.07144874,0.901666504,0.84568897,46.21346154,4,0.999321094,43.8,10,50.8,9,5,0,WBC
6353,971474.7583,0.982703611,0.133891213,33.08,1.135135135,135.5,504278,58.98382661,0.874016392,0.874016392,40.30576923,4,0.973319473,54.7,13,972.8,3,8,0.033319863,WBC
6354,971532.5516,1.126816351,0.119047619,42.33333333,1.27027027,47,504308,84.46921869,0.844579431,0.815202773,41.54487179,6,0.997104248,61.1,5,55.4,8,4,0,WBC
6355,971561.4496,1.100815986,0.092896175,43.01666667,1.204819277,50,504323,81.41014698,0.915061785,0.929159659,42.39583333,5,0.987104195,36.2,8,57.9,4,4,0,WBC
6356,971628.8755,1.420040342,0.185840708,42.13333333,1.456521739,201,504358,96.3968111,0.894670144,0.889976391,46.68589744,4,0.948969483,59.1,5,512,21,12,0,WBC
6357,971860.053,1.136999955,0.07027027,43.36666667,1.151162791,49.5,504478,78.41744035,0.919616308,0.885250926,47.35576923,5,0.999850007,53.6,9,62.1,7,4,0,WBC
6358,972216.4497,1.148335252,0.096774194,42.53333333,1.214285714,51,504663,81.12789029,0.894801506,0.887884314,46.03365385,5,0.995622836,53.2,10,53.7,6,6,0.03136289,WBC
6359,972688.4346,1.049827942,0.090909091,44.43333333,1.2,54,504908,83.75486014,0.885929589,0.814129749,44.40705128,4,0.98813068,42.2,12,52.7,9,3,0,WBC
6360,972755.8615,1.111626684,0.093167702,40.7,1.205479452,44,504943,77.0680017,0.859066714,0.883188363,41.09807692,5,0.999801835,37.2,10,36.9,11,2,0,WBC
6361,973092.9937,1.051320566,0.080808081,45.35714286,1.175824176,53.5,505118,83.77374916,0.76469127,0.852717073,45.88186813,4,0.996602012,52.4,5,64.2,3,3,0,WBC
6362,973324.1703,-0.802641525,0.065217391,44.56666667,1.139534884,49,505238,79.77331764,0.908019505,0.904727101,51.82051282,5,0.999400105,61.8,5,49.1,7,5,0,WBC
6363,973796.1553,1.012427154,0.079812207,47.48571429,1.173469388,57.5,505483,87.52953409,0.746703203,0.807407276,46.93131868,4,0.995460948,65.3,5,82.9,5,6,0,WBC
6364,973873.2129,1.502797899,0.27753304,41.5,1.768292683,72.5,505523,115.2715475,0.884333913,0.673858127,59.90097403,5.5,0.991789272,236,8,125.7,6,15,0,WBC
6365,973913.6696,1.512827901,0.346405229,41.85,1.515151515,154.5,505544,99.60276709,0.883053751,0.892030627,43.30288462,5,0.829121202,52.3,13,498.9,5,7,0,WBC
6366,974248.8759,1.372814467,0.191489362,47.8,1.473684211,56,505718,110.6502002,0.645648059,0.4154584,56.34807692,5,0.996995285,177.1,7,185.7,5,9,0,WBC
6367,974499.3169,1.386349242,0.162011173,42.01428571,1.386666667,52,505848,91.5142948,0.887385339,0.898572955,46.34340659,4,0.987309718,56.7,6,67.1,7,19,0,WBC
6368,974643.8023,1.064126913,0.070588235,40.2125,1.151898734,45.5,505923,72.76042916,0.857921096,0.863350376,46.23317308,5,0.997324051,76.9,8,46.6,9,12,0.024938272,WBC
6369,974769.0223,1.276611586,0.135802469,42.48,1.314285714,46,505988,87.69890532,0.892861865,0.880954259,43.39423077,5,0.998296517,54.5,13,67.4,11,6,0.005155506,WBC
6370,974826.8165,1.104331868,0.065217391,43.08333333,1.139534884,49,506018,77.11818478,0.779319847,0.844890331,44.40865385,5,0.995233463,53.1,9,67.2,5,6,0.014610718,WBC
6371,975260.2736,1.142824028,0.097560976,41,1.216216216,45,506243,78.32754657,0.903605003,0.876846805,44.38049451,5,0.995849907,58.8,4,45.6,10,8,0.026042781,WBC
